INSTNM,CITY,STABBR
Hairmasters Institute of Cosmetology,Bloomington,IL
Tricoci University of Beauty Cuture LLC-Bloomington,Bloomington,IN
Pinnacle Career Institute-Lawrence,Lawrence,KS
Interactive College of Technology-Newport,Newport,KY
Career Technical College-Monroe,Monroe,LA
Empire Beauty School-Lowell,Lowell,MA
Ross Medical Education Center-Taylor,Taylor,MI
McNally Smith College of Music,Saint Paul,MN
National Tractor Trailer School Inc-Liverpool,Liverpool,NY
Interactive College of Technology,Houston,TX
Star Career Academy–Brick,Brick,NJ
New Castle Beauty Academy,New Castle,PA
NorthWest Arkansas Community College,Bentonville,AR
Madera Beauty College,Madera,CA
Colorado Heights University,Denver,CO
Brewster Technical College,Tampa,FL
Hodges University,Naples,FL
Everest University-Lakeland,Lakeland,FL
Argosy University-Atlanta,Atlanta,GA
University of St Augustine for Health Sciences,San Marcos,CA
Capital Area School of Practical Nursing,Springfield,IL
Hair Professionals Career College,Palos Hills,IL
Alexandria School of Scientific Therapeutics,Alexandria,IN
Empire Beauty School-Bloomfield,Bloomfield,NJ
Southwest Technology Center,Altus,OK
Western Area Career & Technology Center,Canonsburg,PA
Daymar Institute-Clarksville,Clarksville,TN
Nossi College of Art,Madison,TN
Seguin Beauty School-New Braunfels,New Braunfels,TX
ITT Technical Institute-Norfolk,Norfolk,VA
Pima Medical Institute-Seattle,Seattle,WA
Mineral County Vocational Technical Center,Keyser,WV
Hypnosis Motivation Institute,Tarzana,CA
Los Angeles ORT College-Los Angeles Campus,Los Angeles,CA
Everest College-West Los Angeles,Los Angeles,CA
Thanh Le College School of Cosmetology,Garden Grove,CA
Southeastern Technical College,Vidalia,GA
Massachusetts School of Law,Andover,MA
ITT Technical Institute-Albuquerque,Albuquerque,NM
Community Services Division-Alliance City,Alliance,OH
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL
Erwin Technical College,Tampa,FL
Rosel School of Cosmetology,Chicago,IL
Worsham College of Mortuary Science,Wheeling,IL
Bryan University,Springfield,MO
Oregon College of Oriental Medicine,Portland,OR
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA
Northwest Educational Center,Houston,TX
Sebring Career Schools-Houston,Houston,TX
PCI Health Training Center,Dallas,TX
Windham Memorial Hospital-Radiologic Technology Program,Willimantic,CT
Miami-Jacobs Career College-Columbus,Columbus,OH
Bryant & Stratton College-Eastlake,Eastlake,OH
Hamrick School,Medina,OH
Alabama State College of Barber Styling,Gardendale,AL
Fortis College-Mobile,Mobile,AL
Arkansas Beauty School,Conway,AR
Everest College-Ontario,Ontario,CA
Downey Adult School,Downey,CA
Heald College-Stockton,Stockton,CA
Heald College-Hayward,Hayward,CA
CRU Institute,Garden Grove,CA
Modern Technology School,Fountain Valley,CA
National Career Education,Rancho Cordova,CA
Everest College-Anaheim,Anaheim,CA
Thuy Princess Beauty College,Pomona,CA
North-West College-Glendale,Glendale,CA
Everest College-City of Industry,City of Industry,CA
Fremont College,Cerritos,CA
Pomona Unified School District Adult and Career Education,Pomona,CA
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA
IBMC College,Fort Collins,CO
Xenon International Academy-Denver,Aurora,CO
Academy of Cosmetology,Merritt Island,FL
ITT Technical Institute-Lake Mary,Lake Mary,FL
Sunstate Academy,Clearwater,FL
Heritage Institute-Jacksonville,Jacksonville,FL
Fortis College-Smyrna,Smyrna,GA
Remington College-Honolulu Campus,Honolulu,HI
Vatterott College-Des Moines,Des Moines,IA
Brown Mackie College-Quad Cities,Bettendorf,IA
Pivot Point Academy-Bloomingdale,Bloomingdale,IL
Blalock's Professional Beauty College,Shreveport,LA
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA
Jonesville Beauty School,Vidalia,LA
New England Hair Academy,Malden,MA
Rob Roy Academy-Worcester,Worcester,MA
Upper Cape Cod Regional Technical School,Bourne,MA
All-State Career-Baltimore,Baltimore,MD
New England School of Communications,Bangor,ME
Everest Institute-Kalamazoo,Kalamazoo,MI
Adler Graduate School,Richfield,MN
Academy of Hair Design-Jackson,Jackson,MS
KC's School of Hair Design,Pontotoc,MS
Mitchells Hairstyling Academy-Goldsboro,Goldsboro,NC
Lincoln Technical Institute-Moorestown,Moorestown,NJ
Monmouth County Vocational School District,Freehold,NJ
Brightwood College-Las Vegas,Las Vegas,NV
Beauty School of Middletown,Middletown,NY
Bryant & Stratton College-Southtowns,Orchard Park,NY
National Tractor Trailer School Inc-Buffalo,Buffalo,NY
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY
Cleveland Institute of Dental-Medical Assistants-Mentor,Mentor,OH
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,Lyndhurst,OH
Knox County Career Center,Mount Vernon,OH
Madison Adult Career Center,Mansfield,OH
Remington College-Cleveland Campus,Cleveland,OH
Brown Mackie College-Findlay,Findlay,OH
Toledo Academy of Beauty Culture-East,OREGON,OH
U S Grant Joint Vocational School,Bethel,OH
CC's Cosmetology College,Tulsa,OK
Chisholm Trail Technology Center,Omega,OK
Gordon Cooper Technology Center,Shawnee,OK
Kiamichi Technology Center-Atoka,Atoka,OK
Kiamichi Technology Center-Durant,Durant,OK
Kiamichi Technology Center-Hugo,Hugo,OK
Kiamichi Technology Center-McAlester,McAlester,OK
Kiamichi Technology Center-Idabel,Idabel,OK
Kiamichi Technology Center-Poteau,Poteau,OK
Kiamichi Technology Center-Spiro,Spiro,OK
Kiamichi Technology Center-Talihina,Talihina,OK
Le Cordon Bleu College of Culinary Arts-Portland,Portland,OR
YTI Career Institute-Altoona,Altoona,PA
Eastern Center for Arts and Technology,Willow Grove,PA
Empire Beauty School-Center City Philadelphia,Philadelphia,PA
Centro de Estudios Multidisciplinarios-Humacao,Humacao,PR
Colegio Mayor de Tecnologia Inc,Arroyo,PR
Institucion Chaviano de Mayaguez,Mayaguez,PR
EDIC College,Caguas,PR
Liceo de Arte-Dise-O y Comercio,Caguas,PR
Universal Technology College of Puerto Rico,Aguadilla,PR
Academy of Hair Technology,Greenville,SC
Mr Wayne's School of Unisex Hair Design,Cookeville,TN
The Center for Cosmetology Education,Memphis,TN
Queen City College,Clarksville,TN
College of the Marshall Islands,Majuro,MH
Lighthouse Career Institute,Dallas,TX
American National College,South Houston,TX
ITT Technical Institute-San Antonio,San Antonio,TX
Remington College-Fort Worth Campus,Fort Worth,TX
University of Cosmetology Arts & Sciences-San Antonio Jamar,San Antonio,TX
School of Automotive Machinists,Houston,TX
SW School of Business and Technical Careers-Cosmetology,San Antonio,TX
SW School of Business and Technical Careers,Eagle Pass,TX
Texas College of Cosmetology-Abilene,Abilene,TX
Vista College-Online,Richardson,TX
Centura College-Newport News,Newport News,VA
Centura College-Norfolk,Norfolk,VA
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA
Northwest College of Art & Design,Poulsbo,WA
University of Washington-Bothell Campus,Bothell,WA
University of Washington-Tacoma Campus,Tacoma,WA
Valley College-Beckley,Beckley,WV
Valley College-Martinsburg,Martinsburg,WV
Valley College-Princeton,Princeton,WV
Bellus Academy-Poway,Poway,CA
Capstone College,Pasadena,CA
Central Coast College,Salinas,CA
ITT Technical Institute-Torrance,Torrance,CA
Pacific College of Oriental Medicine-San Diego,San Diego,CA
Artistic Nails and Beauty Academy-Tampa,Tampa,FL
National Aviation Academy of Tampa Bay,Clearwater,FL
Cain's Barber College Inc,Chicago,IL
Madison Oneida BOCES-Practical Nursing Program,Verona,NY
Astrodome Career Centers,Houston,TX
Center for Advanced Legal Studies,Houston,TX
Houston Training School-Main Campus,Houston,TX
Remington College-Houston Campus,Houston,TX
Bay Mills Community College,Brimley,MI
Fond du Lac Tribal and Community College,Cloquet,MN
Northwest Indian College,Bellingham,WA
Marinello Schools of Beauty-Provo,Provo,UT
Provo College,Provo,UT
Paul Mitchell the School-Provo,Provo,UT
University of Phoenix-Utah,Salt Lake City,UT
Utah College of Massage Therapy-Salt Lake City,Salt Lake City,UT
CET-Coachella,Coachella,CA
CET-Oxnard,Oxnard,CA
CET-Santa Maria,Santa Maria,CA
Colorado School of Traditional Chinese Medicine,Denver,CO
Massage Therapy Institute of Colorado,Denver,CO
Michigan College of Beauty-Troy,Troy,MI
Ogle School Hair Skin Nails-Dallas,Dallas,TX
Phoenix Seminary,Phoenix,AZ
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA
Seattle Vocational Institute,Seattle,WA
Baker College of Port Huron,Port Huron,MI
Empire Beauty School-Hyannis,Hyannis,MA
Brookstone College-Greensboro,Greensboro,NC
Cheeks International Academy of Beauty Culture-Fort Collins,Loveland,CO
Cheeks International Academy of Beauty Culture-Greeley,Greeley,CO
Colorado School of Healing Arts,Lakewood,CO
Westwood College-Aurora Campus,Aurora,CO
Healing Arts Institute,Fort Collins,CO
ITT Technical Institute-San Bernardino,San Bernardino,CA
Los Angeles ORT College-Van Nuys Campus,Van Nuys,CA
University of Phoenix-Puerto Rico,Guaynabo,PR
Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA
Royale College of Beauty,Temecula,CA
Westech College,Fontana,CA
Greater Lowell Technical School,Tyngsboro,MA
Academy of Hair Design-Pearl,Pearl,MS
King's College,Charlotte,NC
Miller-Motte Technical College-Clarksville,Clarksville,TN
Genesis Career College-Lebanon,Lebanon,TN
Brightwood College-Dallas,Dallas,TX
Star College of Cosmetology 2,Tyler,TX
Southwest Collegiate Institute for the Deaf,Big Spring,TX
Fortis College-Richmond,Richmond,VA
Midwest College of Oriental Medicine-Racine,Racine,WI
Hacienda La Puente Adult Education,La Puente,CA
La Belle Beauty Academy,Miami,FL
Advanced Technical Centers,Miami,FL
Hawaii Community College,Hilo,HI
Regency Beauty Institute-Winston-Salem,Winston-Salem,NC
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ
Long Island Beauty School-Hauppauge,Hauppauge,NY
Buckeye Joint Vocational School,New Philadelphia,OH
Sandusky Career Center,Sandusky,OH
Greater Altoona Career & Technology Center,Altoona,PA
Northeastern Hospital School of Nursing,Philadelphia,PA
Central Texas Beauty College-Temple,Temple,TX
Dance Theatre of Harlem Inc,New York,NY
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY
Empire Beauty School-Brooklyn,Brooklyn,NY
Houston Training School-Gulfgate,Houston,TX
Star Career Academy-Philadelphia,Philadelphia,PA
Antonelli College-Hattiesburg,Hattiesburg,MS
Eastern New Mexico University-Ruidoso Campus,Ruidoso,NM
Beacon College,Leesburg,FL
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA
Estrella Mountain Community College,Avondale,AZ
Heartland Community College,Normal,IL
University of the Potomac-Washington DC Campus,Washington,DC
Rabbi Jacob Joseph School,Edison,NJ
Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,FL
The Salon Professional Academy-Melbourne,Melbourne,FL
Fortis Institute-Scranton,Scranton,PA
Milan Institute of Cosmetology-Amarillo,Amarillo,TX
Everglades University,Boca Raton,FL
Seminar L'moros Bais Yaakov,Brooklyn,NY
Herzing University-Winter Park,Winter Park,FL
Emil Fries Piano Hospital and Training Center,Vancouver,WA
Fairview Beauty Academy,Fairview Park,OH
Florida College of Natural Health-Pompano Beach,Pompano Beach,FL
National College-Nashville,Nashville,TN
College of Biblical Studies-Houston,Houston,TX
Inner State Beauty School,Lyndhurst,OH
Virginia College-Pensacola,Pensacola,FL
Mid-EastCTC-Adult Education,Zanesville,OH
Everest University-South Orlando,Orlando,FL
Polaris Career Center,Middleburg Heights,OH
P&A Scholars Beauty School,Detroit,MI
Rensselaer BOCES-Practical Nursing Program,Troy,NY
ASM Beauty World Academy,Davie,FL
The Salter School-Tewksbury Campus,Tewksbury,MA
Sharps Academy of Hair Styling,Grand Blanc,MI
College of Health Care Professions-Northwest,Houston,TX
School of Professional Horticulture  New York Botanical Garden,Bronx,NY
Fortis College-Houston,Houston,TX
Volunteer Beauty Academy-Madison,Madison,TN
Watkins College of Art Design & Film,Nashville,TN
Chicago ORT Technical Institute,Skokie,IL
Alhambra Beauty College,Alhambra,CA
UEI College-Gardena,Gardena,CA
Asian American International Beauty College,Westminster,CA
Avance Beauty College,San Diego,CA
Colton-Redlands-Yucaipa Regional Occupational Program,Redlands,CA
Copper Mountain Community College,Joshua Tree,CA
Diversified Vocational College,Los Angeles,CA
Bristol University,Anaheim,CA
UEI College-Fresno,Fresno,CA
Mt Sierra College,Monrovia,CA
Wyotech-Long Beach,Long Beach,CA
Santiago Canyon College,Orange,CA
Southern California Institute of Technology,Anaheim,CA
Soka University of America,Aliso Viejo,CA
Summit College,Colton,CA
Advance Beauty College,Garden Grove,CA
World Mission University,Los Angeles,CA
Yo San University of Traditional Chinese Medicine,Los Angeles,CA
Coast Career Institute,Los Angeles,CA
Cannella School of Hair Design-Blue Island,Blue Island,IL
John Amico School of Hair Design,Oak Forest,IL
Delta College Inc,Covington,LA
Colorado Technical University-Sioux Falls,Sioux Falls,SD
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM
Tri-State Cosmetology Institute,El Paso,TX
Widener University-Commonwealth Law School,Harrisburg,PA
Volunteer Beauty Academy-Nashville,Nashville,TN
Frontier Community College,Fairfield,IL
Lincoln Trail College,Robinson,IL
Wabash Valley College,Mount Carmel,IL
American Institute of Interior Design,Fountain Hills,AZ
Brookline College-Tempe,Tempe,AZ
Baker College of Auburn Hills,Auburn Hills,MI
Baker College of Clinton Township,Clinton Township,MI
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR
Schiller International University,Largo,FL
Vatterott College-Springfield,Springfield,MO
Vatterott College-Joplin,Joplin,MO
Vatterott College-Kansas City,Kansas City,MO
Coconino Community College,Flagstaff,AZ
Sanford-Brown College-Houston,Houston,TX
Sanford-Brown Institute-Jacksonville,Jacksonville,FL
Sanford-Brown College-Dallas,Dallas,TX
Baker College of Cadillac,Cadillac,MI
Emma's Beauty Academy-Juana Diaz,Juana Diaz,PR
Franklin Academy,Cleveland,TN
Columbia Central University-Yauco,Yauco,PR
Pima Medical Institute-Denver,Denver,CO
ASA College,Brooklyn,NY
Ohio State School of Cosmetology-Westerville,Westerville,OH
Nationwide Beauty Academy,Columbus,OH
Yeshivas Novominsk,Brooklyn,NY
Southern Careers Institute-Corpus Christi,Corpus Christi,TX
Kiamichi Technology Center-Stigler,Stigler,OK
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY
Carroll Community College,Westminster,MD
University of Phoenix-New Mexico,Albuquerque,NM
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL
Galen College of Nursing-San Antonio,San Antonio,TX
Sarasota School of Massage Therapy,Sarasota,FL
Westwood College-Dupage,Woodridge,IL
Wright Career College,Overland Park,KS
Daymar College-Louisville,Louisville,KY
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,NY
DCI Career Institute,Monaca,PA
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,PA
Myotherapy College of Utah,Salt Lake City,UT
Graham Webb International Academy of Hair,Arlington,VA
City College-Gainesville,Gainesville,FL
Arizona State University-West,Glendale,AZ
Connecticut Center for Massage Therapy-Westport,Westport,CT
ITT Technical Institute-Jacksonville,Jacksonville,FL
G Skin & Beauty Institute,Oakbrook,IL
Cosmetology Training Center,Lafayette,LA
Stage One-The Hair School,Lake Charles,LA
Empire Beauty School-Malden,Malden,MA
Minnesota School of Business-Brooklyn Center,Brooklyn Center,MN
ITT Technical Institute-Omaha,Omaha,NE
Omaha School of Massage and Healthcare of Herzing University,Omaha,NE
Xenon International Academy-Omaha,Omaha,NE
Capri Institute of Hair Design-Brick,Brick,NJ
Capri Institute of Hair Design-Kenilworth,Kenilworth,NJ
Capri Institute of Hair Design-Paramus,Paramus,NJ
Orlo School of Hair Design and Cosmetology,Albany,NY
Delaware Area Career Center,Delaware,OH
Eastland-Fairfield Career and Technical Schools,Groveport,OH
Empire Beauty School-Cincinnati,Cincinnati,OH
Mahoning County Career and Technical Center,Canfield,OH
